"Facility Name","Facility ID","NPI","City/Town","State","ZIP Code","Year","ASC-1 Rate","ASC-1 Footnote","ASC-2 Rate","ASC-2 Footnote","ASC-3 Rate","ASC-3 Footnote","ASC-4 Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-19 Total Cases","ASC-19 Performance Category","ASC-19 RSHV Rate","ASC-19 Interval Lower Limit","ASC-19 Interval Upper Limit","ASC-19 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
DOTHAN SURGERY CENTER LLC,01C0001039,1003815242,DOTHAN,AL,36301,2023,0,,0.02,,0,,0.09,,93.75,,N/A,5,1794,No Different Than the National Rate,10.2,7.8,13.6,,98.96,,0,,379,No Different Than the National Rate,2.2,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,112,No Different than expected,0.9,0.5,1.6,,,N/A,5
DOTHAN SURGERY CENTER LLC,01C0001039,1003815242,DOTHAN,AL,36301,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96,82,
SAGAMORE SURGICAL SERVICES INC,15C0001041,1003816307,LAFAYETTE,IN,47909,2023,0,,0,,0,,0.29,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,29,No Different than expected,0.9,0.5,1.6,,,N/A,5
SAGAMORE SURGICAL SERVICES INC,15C0001041,1003816307,LAFAYETTE,IN,47909,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,72.7,
NORTHRIDGE FACIAL PLASTIC SURGERY MEDICAL GROUP,05C0001366,1003824434,NORTHRIDGE,CA,91325,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
NORTHRIDGE FACIAL PLASTIC SURGERY MEDICAL GROUP,05C0001366,1003824434,NORTHRIDGE,CA,91325,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,6,N/A,1
SUMMIT SURGERY CENTER LLC,19C0001097,1003842527,COVINGTON,LA,70433,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SUMMIT SURGERY CENTER LLC,19C0001097,1003842527,COVINGTON,LA,70433,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,15,86.7,
AMBULATORY CENTER FOR ENDOSCOPY LLC,31C0001203,1003842626,NORTH BERGEN,NJ,7047,2023,N/A,5,N/A,5,N/A,5,0.1,,84.05,,N/A,5,504,No Different Than the National Rate,12.3,8.8,17.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
AMBULATORY CENTER FOR ENDOSCOPY LLC,31C0001203,1003842626,NORTH BERGEN,NJ,7047,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,13,100,
WESTSIDE OUTPATIENT CENTER LLC,10C0001355,1003847500,ROYAL PALM BEACH,FL,33411,2023,0,,0.06,,0.03,,0.11,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,115,No Different Than the National Rate,2.2,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
WESTSIDE OUTPATIENT CENTER LLC,10C0001355,1003847500,ROYAL PALM BEACH,FL,33411,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,55,81.3,
SILVER SPRING OPHTHALMOLOGY LLC,21C0001177,1003853136,SILVER SPRING,MD,20910,2023,0,,0,,0,,0,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.54,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
SILVER SPRING OPHTHALMOLOGY LLC,21C0001177,1003853136,SILVER SPRING,MD,20910,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,27,100,
OHIO EYE ASSOCIATES INC,36C0001024,1003855594,MANSFIELD,OH,44906,2023,N/A,5,0.03,,N/A,5,0.03,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.03,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
OHIO EYE ASSOCIATES INC,36C0001024,1003855594,MANSFIELD,OH,44906,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,110,57.9,
PIEDMONT ENDOSCOPY CENTER INC,34C0001028,1003858721,WINSTON SALEM,NC,27103,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PIEDMONT ENDOSCOPY CENTER INC,34C0001028,1003858721,WINSTON SALEM,NC,27103,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,57,96.5,
SURGERY CENTER OF PINEHURST,34C0001114,1003860917,PINEHURST,NC,28374,2023,0,,0,,0.01,,0.07,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,93.75,,0.26,,535,No Different Than the National Rate,2,1.4,3,,263,No Different Than the National Rate,5.9,4.3,8.1,,286,No Different than expected,1.1,0.7,1.7,,,N/A,5
SURGERY CENTER OF PINEHURST,34C0001114,1003860917,PINEHURST,NC,28374,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,212,89,
PHYSICIANS SURGERY CENTER OF CHATTANOOGA LLC DBA PHYSICIANS SURGERY CENTER OF CHATTANOOGA,44C0001060,1003861998,CHATTANOOGA,TN,37412,2023,N/A,5,N/A,5,N/A,5,0.06,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,0.13,,45,No Different Than the National Rate,2.1,1.3,3.2,,N/A,N/A,N/A,N/A,N/A,5,69,No Different than expected,1,0.6,1.7,,,N/A,5
PHYSICIANS SURGERY CENTER OF CHATTANOOGA LLC DBA PHYSICIANS SURGERY CENTER OF CHATTANOOGA,44C0001060,1003861998,CHATTANOOGA,TN,37412,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99,55.3,
PINELLAS SURGERY CENTER LTD DBA CENTER FOR SPECIAL SURGERY,10C0001250,1003870825,SAINT PETERSBURG,FL,33703,2023,N/A,5,N/A,5,0.04,,0.08,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,312,No Different Than the National Rate,2,1.4,3.1,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PINELLAS SURGERY CENTER LTD DBA CENTER FOR SPECIAL SURGERY,10C0001250,1003870825,SAINT PETERSBURG,FL,33703,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,86,
MEMPHIS SURGERY CENTER,44C0001004,1003871104,MEMPHIS,TN,38119,2023,0,,0.04,,0,,0.09,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.08,,102,No Different Than the National Rate,2.1,1.3,3.4,,N/A,N/A,N/A,N/A,N/A,5,134,No Different than expected,1,0.6,1.7,,,N/A,5
MEMPHIS SURGERY CENTER,44C0001004,1003871104,MEMPHIS,TN,38119,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,129,89.9,
WILDCREEK SURGERY CENTER,29C0001035,1003875873,SPARKS,NV,89431,2023,N/A,5,N/A,5,0.05,,0.09,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.61,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
WILDCREEK SURGERY CENTER,29C0001035,1003875873,SPARKS,NV,89431,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,19,100,
CENTRAL TEXAS ENDOSCOPY CENTER LLC,45C0001265,1003887225,BRYAN,TX,77802,2023,0,,0,,0,,0.15,,89.75,,N/A,5,2404,No Different Than the National Rate,9.5,7.3,12.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CENTRAL TEXAS ENDOSCOPY CENTER LLC,45C0001265,1003887225,BRYAN,TX,77802,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,44,88.6,
AUSTIN ENDOSCOPY CENTER II LP,45C0001295,1003887845,AUSTIN,TX,78745,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AUSTIN ENDOSCOPY CENTER II LP,45C0001295,1003887845,AUSTIN,TX,78745,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,162,90.1,
LOUISVILLE ENDOSCOPY CENTER,18C0001029,1003888595,LOUISVILLE,KY,40217,2023,0,,0.03,,0,,0.08,,91.85,,N/A,5,2134,No Different Than the National Rate,10.8,8.2,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LOUISVILLE ENDOSCOPY CENTER,18C0001029,1003888595,LOUISVILLE,KY,40217,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,54,100,
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001084,1003888710,KETTERING,OH,45429,2023,0,,0,,0,,0.09,,87.95,,N/A,5,1837,No Different Than the National Rate,10.9,8.3,14.3,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
DIGESTIVE ENDOSCOPY CENTER LLC,36C0001084,1003888710,KETTERING,OH,45429,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,39,82.1,
ENDOSCOPY GROUP LLC,10C0001252,1003889346,PENSACOLA,FL,32503,2023,0,,0.01,,0,,0.02,,100,,N/A,5,4179,No Different Than the National Rate,10.5,8.4,13.1,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY GROUP LLC,10C0001252,1003889346,PENSACOLA,FL,32503,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,68,55.8,
WALDORF ENDOSCOPY CENTER,21C0001062,1003889379,WALDORF,MD,20602,2023,0,,0,,0,,0.04,,79.44,,N/A,5,1473,No Different Than the National Rate,9.9,7.3,13.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
WALDORF ENDOSCOPY CENTER,21C0001062,1003889379,WALDORF,MD,20602,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,24,100,
COMMUNITY SURGERY CENTER NORTHWEST,15C0001034,1003897448,INDIANAPOLIS,IN,46260,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,102,No Different Than the National Rate,9.5,6.3,13.7,,N/A,5,N/A,5,47,No Different Than the National Rate,2.2,1.4,3.5,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
COMMUNITY SURGERY CENTER NORTHWEST,15C0001034,1003897448,INDIANAPOLIS,IN,46260,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEMORIAL ENDOSCOPY CENTER LP,45C0001325,1003899055,HOUSTON,TX,77055,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
MEMORIAL ENDOSCOPY CENTER LP,45C0001325,1003899055,HOUSTON,TX,77055,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,79,64.6,
OREGON TRAIL EYE SURGERY CENTER,28C0001036,1003909789,SCOTTSBLUFF,NE,69361,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.25,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
OREGON TRAIL EYE SURGERY CENTER,28C0001036,1003909789,SCOTTSBLUFF,NE,69361,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,45,70.1,
CROSSROADS PODIATRIC SURGERY CENTER LLC,21C0001450,1003912957,OWINGS MILLS,MD,21117,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CROSSROADS PODIATRIC SURGERY CENTER LLC,21C0001450,1003912957,OWINGS MILLS,MD,21117,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER VAIL,06C0001074,1003944125,VAIL,CO,81657,2023,0,,0.1,,0,,0.33,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,336,No Different Than the National Rate,2.9,1.9,4.4,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
VAIL VALLEY SURGERY CENTER LLC DBA VAIL VALLEY SURGERY CENTER VAIL,06C0001074,1003944125,VAIL,CO,81657,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,339,100,
PACIFIC HEIGHTS SURGERY CENTER LP,05C0001661,1003965328,SAN FRANCISCO,CA,94115,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.91,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PACIFIC HEIGHTS SURGERY CENTER LP,05C0001661,1003965328,SAN FRANCISCO,CA,94115,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE ORTHOPAEDIC SURGERY CENTER LLC,52C0001074,1003976929,PEWAUKEE,WI,53072,2023,0,,0.02,,0,,0.03,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,83.47,,N/A,5,499,No Different Than the National Rate,2.5,1.7,3.5,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
THE ORTHOPAEDIC SURGERY CENTER LLC,52C0001074,1003976929,PEWAUKEE,WI,53072,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,110,82.1,
PIEDMONT EYE,11C0001203,1003993965,ATLANTA,GA,30327,2023,0,,0.02,,0,,0.04,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,0.35,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PIEDMONT EYE,11C0001203,1003993965,ATLANTA,GA,30327,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,53,93,
BAY AREA ENDOSCOPY CENTER LIMITED PARTNERSHIP,10C0001196,1013011162,ST PETERSBURG,FL,33709,2023,0,,0.05,,N/A,5,0.11,,N/A,5,N/A,5,497,No Different Than the National Rate,10.4,7.3,14.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BAY AREA ENDOSCOPY CENTER LIMITED PARTNERSHIP,10C0001196,1013011162,ST PETERSBURG,FL,33709,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,15,73.9,
PHOENIX EYE SURGICAL CENTER PLC,03C0001023,1013021682,PHOENIX,AZ,85012,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
PHOENIX EYE SURGICAL CENTER PLC,03C0001023,1013021682,PHOENIX,AZ,85012,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GASTROENTEROLOGY DIAGNOSTIC CENTER MEDICAL GROUP,05C0001186,1013048461,MONTEREY PARK,CA,91754,2023,0,,0,,0,,0,,84.01,,N/A,5,312,No Different Than the National Rate,9.7,6.7,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
GASTROENTEROLOGY DIAGNOSTIC CENTER MEDICAL GROUP,05C0001186,1013048461,MONTEREY PARK,CA,91754,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,20,75,
RENAISSANCE SURGERY CENTER LLC,05C0001702,1013068642,PALM DESERT,CA,92260,2023,0,,0.03,,0,,0.03,,N/A,5,99.85,,N/A,N/A,N/A,N/A,N/A,5,100,,0.15,,78,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
RENAISSANCE SURGERY CENTER LLC,05C0001702,1013068642,PALM DESERT,CA,92260,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,95.4,
RENAISSANCE SURGERY CENTER LLC,05C0001813,1013068642,FRESNO,CA,93720,2023,0,,0.03,,0,,0.03,,N/A,5,99.85,,N/A,N/A,N/A,N/A,N/A,5,100,,0.15,,78,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
RENAISSANCE SURGERY CENTER LLC,05C0001813,1013068642,FRESNO,CA,93720,2023_Q4,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,95.4,
CLEARER VISION LLC,44C0001108,1013096700,COOKEVILLE,TN,38501,2023,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.07,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
